gene_id	n_exons	b	abs_b	type
STRG.12906	3	-0.991661546	0.991661546	para
STRG.12911	6	-2.010139821	2.010139821	para
STRG.12911	6	0.827926088	0.827926088	holo
STRG.12915	12	-2.944518876	2.944518876	holo
STRG.12915	12	-2.12364783	2.12364783	mero
STRG.12916	2	-3.289426954	3.289426954	holo
STRG.12920	3	-1.090277163	1.090277163	para
STRG.12920	3	0.521938475	0.521938475	para
STRG.12921	3	-2.389177049	2.389177049	para
STRG.12921	3	0.35046228	0.35046228	para
STRG.12921	3	2.266424504	2.266424504	holo
STRG.12923	27	-0.540933026	0.540933026	para
STRG.12923	27	-0.540554501	0.540554501	mero
STRG.12923	27	1.324876411	1.324876411	holo
STRG.12928	17	-2.261217733	2.261217733	holo
STRG.12928	17	0.439357798	0.439357798	para
STRG.1293	23	0.406450078	0.406450078	holo
STRG.1293	23	0.506381678	0.506381678	para
STRG.1293	23	1.091226606	1.091226606	holo
STRG.12943	15	-1.168049927	1.168049927	para
STRG.12943	15	-0.475227155	0.475227155	holo
STRG.12943	15	0.387236223	0.387236223	para
STRG.12953	16	-1.103177656	1.103177656	para
STRG.12953	16	-1.072432811	1.072432811	holo
STRG.12953	16	-0.755384659	0.755384659	holo
STRG.12953	16	0.568158629	0.568158629	para
STRG.12961	15	-2.626416243	2.626416243	para
STRG.12961	15	-2.267001025	2.267001025	holo
STRG.12961	15	0.627509578	0.627509578	holo
STRG.12962	5	-1.041659191	1.041659191	para
STRG.12962	5	0.380053625	0.380053625	holo
STRG.12962	5	0.852808076	0.852808076	holo
STRG.12966	5	-0.51383235	0.51383235	mero
STRG.12966	5	-0.406003125	0.406003125	holo
STRG.12966	5	1.018931452	1.018931452	para
STRG.12971	10	-2.893434557	2.893434557	para
STRG.12971	10	3.47749431	3.47749431	holo
STRG.12974	7	-0.711550898	0.711550898	holo
STRG.12986	24	-1.849941708	1.849941708	para
STRG.12991	10	1.0788645	1.0788645	holo
STRG.12991	10	1.294810176	1.294810176	para
STRG.12992	24	-0.805732653	0.805732653	holo
STRG.13001	15	-0.496623796	0.496623796	holo
STRG.13005	10	-0.496623796	0.496623796	holo
STRG.13007	7	0.933568435	0.933568435	para
STRG.13013	8	-0.713353828	0.713353828	para
STRG.13013	8	0.975611035	0.975611035	holo
STRG.13013	8	3.338116936	3.338116936	holo
STRG.13014	3	-0.984847676	0.984847676	holo
STRG.13014	3	-0.927700875	0.927700875	para
STRG.13014	3	-0.678345378	0.678345378	holo
STRG.13014	3	1.498173861	1.498173861	para
STRG.13015	7	-0.883844167	0.883844167	holo
STRG.13015	7	-0.41257681	0.41257681	para
STRG.13016	6	-0.733729331	0.733729331	holo
STRG.13018	4	-0.559344672	0.559344672	holo
STRG.13018	4	0.5649028	0.5649028	holo
STRG.13034	8	-1.851341486	1.851341486	holo
STRG.13034	8	-0.711550898	0.711550898	holo
STRG.13039	6	-0.605415852	0.605415852	holo
STRG.13039	6	0.437389558	0.437389558	para
STRG.13039	6	1.061105481	1.061105481	holo
STRG.13041	16	-0.350375895	0.350375895	holo
STRG.13041	16	3.829032109	3.829032109	holo
STRG.13049	2	-1.083387671	1.083387671	holo
STRG.13049	2	0.862183386	0.862183386	para
STRG.13049	2	1.324876411	1.324876411	holo
STRG.13057	10	0.439357798	0.439357798	para
STRG.13057	10	0.521938475	0.521938475	para
STRG.13060	16	0.649336749	0.649336749	holo
STRG.13060	16	1.750278034	1.750278034	holo
STRG.13066	3	-1.287264369	1.287264369	mero
STRG.13066	3	-1.235657937	1.235657937	mero
STRG.13066	3	-0.861881194	0.861881194	holo
STRG.13066	3	-0.785064512	0.785064512	holo
STRG.13067	26	-0.915206544	0.915206544	para
STRG.13067	26	-0.691516539	0.691516539	para
STRG.13068	2	-1.050382208	1.050382208	para
STRG.13068	2	-0.804277398	0.804277398	holo
STRG.13068	2	-0.305352017	0.305352017	holo
STRG.13068	2	1.284915562	1.284915562	para
STRG.13073	10	0.71847341	0.71847341	para
STRG.13073	10	0.970406853	0.970406853	para
STRG.13073	10	1.515694844	1.515694844	holo
STRG.13073	10	2.180240553	2.180240553	para
STRG.13088	9	-0.805732653	0.805732653	holo
STRG.13095	9	-0.759724733	0.759724733	holo
STRG.13095	9	-0.605415852	0.605415852	holo
STRG.13095	9	-0.529007628	0.529007628	holo
STRG.13095	9	0.437389558	0.437389558	para
STRG.13105	7	-2.719548414	2.719548414	mero
STRG.13105	7	-2.626416243	2.626416243	para
STRG.13105	7	0.75111822	0.75111822	holo
STRG.13109	3	0.387236223	0.387236223	para
STRG.13111	32	-1.287264369	1.287264369	mero
STRG.13111	32	-1.235657937	1.235657937	mero
STRG.13111	32	-0.711550898	0.711550898	holo
STRG.13111	32	-0.697397956	0.697397956	holo
STRG.13111	32	-0.380034074	0.380034074	holo
STRG.13116	9	-1.757984486	1.757984486	holo
STRG.13116	9	-0.598110987	0.598110987	holo
STRG.13116	9	1.817700509	1.817700509	para
STRG.13117	17	-2.267001025	2.267001025	holo
STRG.13117	17	-1.27086733	1.27086733	holo
STRG.13121	6	-2.72078544	2.72078544	para
STRG.13121	6	-1.849941708	1.849941708	para
STRG.13121	6	2.503918527	2.503918527	holo
STRG.13130	13	-0.915206544	0.915206544	para
STRG.13130	13	-0.804277398	0.804277398	holo
STRG.13130	13	-0.691516539	0.691516539	para
STRG.13130	13	-0.454037417	0.454037417	holo
STRG.13142	12	-1.757984486	1.757984486	holo
STRG.13142	12	-0.626081125	0.626081125	holo
STRG.13145	15	-1.851341486	1.851341486	holo
STRG.13145	15	-0.397939294	0.397939294	para
STRG.13155	12	-0.540933026	0.540933026	para
STRG.13155	12	-0.540554501	0.540554501	mero
STRG.13157	7	0.307893869	0.307893869	holo
STRG.13159	7	-1.674344472	1.674344472	holo
STRG.13159	7	-0.622207595	0.622207595	para
STRG.13159	7	0.521938475	0.521938475	para
STRG.13159	7	1.324876411	1.324876411	holo
STRG.13162	4	-4.788930336	4.788930336	mero
STRG.13171	13	-1.851341486	1.851341486	holo
STRG.13173	9	-1.035239137	1.035239137	para
STRG.13173	9	-0.969974926	0.969974926	para
STRG.13173	9	-0.953356177	0.953356177	para
STRG.13173	9	1.23344105	1.23344105	holo
STRG.13180	25	-1.401568347	1.401568347	para
STRG.13180	25	0.837130441	0.837130441	mero
STRG.13180	25	0.957844685	0.957844685	para
STRG.13180	25	1.027222934	1.027222934	para
STRG.13187	12	-0.984852019	0.984852019	para
STRG.13187	12	-0.861881194	0.861881194	holo
STRG.13187	12	-0.785064512	0.785064512	holo
STRG.13187	12	-0.605415852	0.605415852	holo
STRG.13187	12	-0.518854965	0.518854965	holo
STRG.13187	12	0.437389558	0.437389558	para
STRG.13199	33	-2.526766948	2.526766948	para
STRG.13199	33	-0.626081125	0.626081125	holo
STRG.13199	33	3.460147411	3.460147411	holo
STRG.13201	13	-2.896519211	2.896519211	para
STRG.13201	13	-2.021297707	2.021297707	para
STRG.13201	13	-1.430247133	1.430247133	para
STRG.13201	13	1.195776124	1.195776124	holo
STRG.13205	16	-2.437815385	2.437815385	holo
STRG.13205	16	-1.865504648	1.865504648	holo
STRG.13205	16	-1.330339051	1.330339051	holo
STRG.13205	16	-1.154126958	1.154126958	holo
STRG.13205	16	-1.035239137	1.035239137	para
STRG.13205	16	-0.969974926	0.969974926	para
STRG.13205	16	-0.953356177	0.953356177	para
STRG.13205	16	-0.723994426	0.723994426	holo
STRG.13205	16	-0.35568809	0.35568809	holo
STRG.13205	16	1.112999774	1.112999774	para
STRG.13205	16	1.324876411	1.324876411	holo
STRG.13205	16	1.530791116	1.530791116	holo
STRG.13207	14	-1.931485365	1.931485365	holo
STRG.13207	14	-0.425555868	0.425555868	holo
STRG.13207	14	0.883276042	0.883276042	para
STRG.1322	16	-0.64606474	0.64606474	para
STRG.1322	16	0.450199701	0.450199701	para
STRG.13227	15	-2.307299771	2.307299771	holo
STRG.13227	15	-0.559344672	0.559344672	holo
STRG.13227	15	0.589327571	0.589327571	holo
STRG.13233	26	-2.160035058	2.160035058	para
STRG.13233	26	-0.759724733	0.759724733	holo
STRG.13233	26	-0.529007628	0.529007628	holo
STRG.13233	26	0.307893869	0.307893869	holo
STRG.13233	26	0.649336749	0.649336749	holo
STRG.13233	26	1.750278034	1.750278034	holo
STRG.13239	2	-1.581254925	1.581254925	holo
STRG.13239	2	-1.103177656	1.103177656	para
STRG.13239	2	-1.072432811	1.072432811	holo
STRG.13239	2	-0.993220861	0.993220861	holo
STRG.13239	2	-0.972610672	0.972610672	holo
STRG.13239	2	-0.755384659	0.755384659	holo
STRG.13239	2	-0.505945495	0.505945495	para
STRG.13239	2	0.665050336	0.665050336	para
STRG.13250	21	-0.927700875	0.927700875	para
STRG.13250	21	-0.678345378	0.678345378	holo
STRG.13250	21	0.461550321	0.461550321	holo
STRG.13250	21	1.566072897	1.566072897	holo
STRG.13253	31	-0.622207595	0.622207595	para
STRG.13257	9	-1.168049927	1.168049927	para
STRG.13259	23	0.702611511	0.702611511	holo
STRG.13263	30	-4.513758759	4.513758759	para
STRG.13263	30	-4.459919951	4.459919951	para
STRG.13270	26	-0.348590187	0.348590187	holo
STRG.13270	26	1.844433737	1.844433737	para
STRG.13287	18	-1.282670404	1.282670404	para
STRG.13287	18	-0.679005844	0.679005844	para
STRG.13287	18	-0.65839946	0.65839946	holo
STRG.13287	18	0.850507305	0.850507305	mero
STRG.13289	14	-2.72078544	2.72078544	para
STRG.13289	14	-2.430194153	2.430194153	para
STRG.13289	14	-0.813004713	0.813004713	para
STRG.13289	14	0.914060936	0.914060936	holo
STRG.13289	14	1.21326558	1.21326558	holo
STRG.13289	14	2.503918527	2.503918527	holo
STRG.13293	22	-0.544942358	0.544942358	para
STRG.13293	22	0.472004685	0.472004685	holo
STRG.13295	14	-0.915206544	0.915206544	para
STRG.13295	14	-0.711285098	0.711285098	holo
STRG.13295	14	-0.691516539	0.691516539	para
STRG.13295	14	-0.687611297	0.687611297	holo
STRG.13295	14	0.6451243	0.6451243	holo
STRG.13295	14	0.823263382	0.823263382	holo
STRG.13295	14	0.960458358	0.960458358	holo
STRG.13296	22	-2.70852911	2.70852911	holo
STRG.13296	22	1.284915562	1.284915562	para
STRG.13306	20	-2.010139821	2.010139821	para
STRG.13306	20	0.37164927	0.37164927	para
STRG.13307	20	-0.559344672	0.559344672	holo
STRG.1332	5	-0.667062774	0.667062774	para
STRG.1332	5	0.51523086	0.51523086	para
STRG.1332	5	0.613325197	0.613325197	holo
STRG.13326	31	-0.622207595	0.622207595	para
STRG.13326	31	-0.527485964	0.527485964	para
STRG.13326	31	0.655912494	0.655912494	para
STRG.13326	31	0.982216726	0.982216726	para
STRG.13339	5	-2.058593571	2.058593571	holo
STRG.13339	5	-1.401568347	1.401568347	para
STRG.1334	18	1.6076373	1.6076373	para
STRG.13346	13	-0.704471083	0.704471083	para
STRG.13346	13	-0.518854965	0.518854965	holo
STRG.13349	10	-0.676610593	0.676610593	mero
STRG.13349	10	-0.578529332	0.578529332	para
STRG.13364	4	-0.63302612	0.63302612	holo
STRG.13381	41	1.515694844	1.515694844	holo
STRG.1339	8	-0.36292374	0.36292374	para
STRG.13400	10	-0.927700875	0.927700875	para
STRG.13400	10	-0.678345378	0.678345378	holo
STRG.13406	16	-2.167771458	2.167771458	holo
STRG.13406	16	-1.956615249	1.956615249	holo
STRG.13409	6	0.589327571	0.589327571	holo
STRG.13424	7	-2.05865744	2.05865744	para
STRG.13424	7	-1.198773597	1.198773597	mero
STRG.13424	7	-1.134355418	1.134355418	para
STRG.13424	7	-0.851719119	0.851719119	para
STRG.13424	7	-0.504210997	0.504210997	para
STRG.13426	13	-0.759724733	0.759724733	holo
STRG.13426	13	-0.684783504	0.684783504	holo
STRG.13426	13	-0.529007628	0.529007628	holo
STRG.13426	13	0.903477361	0.903477361	holo
STRG.13429	5	0.307893869	0.307893869	holo
STRG.13439	5	-1.083387671	1.083387671	holo
STRG.13439	5	-0.591195862	0.591195862	para
STRG.13439	5	0.397384649	0.397384649	holo
STRG.13439	5	0.862183386	0.862183386	para
STRG.13439	5	1.507862186	1.507862186	para
STRG.13439	5	1.844433737	1.844433737	para
STRG.13445	18	-0.927700875	0.927700875	para
STRG.13445	18	-0.678345378	0.678345378	holo
STRG.13445	18	0.960458358	0.960458358	holo
STRG.13455	32	-4.269696327	4.269696327	para
STRG.13455	32	0.453906912	0.453906912	para
STRG.13459	64	-0.711285098	0.711285098	holo
STRG.13460	20	-2.010139821	2.010139821	para
STRG.13460	20	-0.57415853	0.57415853	para
STRG.13460	20	0.387236223	0.387236223	para
STRG.13462	3	-4.790949959	4.790949959	holo
STRG.13462	3	-2.307299771	2.307299771	holo
STRG.13463	12	-0.544942358	0.544942358	para
STRG.13463	12	0.472004685	0.472004685	holo
STRG.13463	12	0.917613955	0.917613955	para
STRG.13463	12	0.968163416	0.968163416	holo
STRG.13463	12	1.049196179	1.049196179	mero
STRG.13469	17	-1.092448102	1.092448102	para
STRG.13469	17	-0.60757339	0.60757339	mero
STRG.13469	17	-0.305352017	0.305352017	holo
STRG.13471	33	0.727089549	0.727089549	para
STRG.13473	6	-0.527485964	0.527485964	para
STRG.13473	6	1.064236493	1.064236493	holo
STRG.13473	6	1.41486022	1.41486022	para
STRG.13473	6	1.491095043	1.491095043	holo
STRG.13473	6	1.77235589	1.77235589	holo
STRG.13475	6	0.655912494	0.655912494	para
STRG.13475	6	0.982216726	0.982216726	para
STRG.13477	32	-2.890153997	2.890153997	holo
STRG.13480	11	-1.931485365	1.931485365	holo
STRG.13480	11	-1.744637029	1.744637029	mero
STRG.13480	11	-0.425555868	0.425555868	holo
STRG.13480	11	0.589327571	0.589327571	holo
STRG.13480	11	0.883276042	0.883276042	para
STRG.13480	11	1.707884479	1.707884479	para
STRG.13488	3	-2.944518876	2.944518876	holo
STRG.13488	3	-2.896519211	2.896519211	para
STRG.13488	3	-2.12364783	2.12364783	mero
STRG.13488	3	-2.021297707	2.021297707	para
STRG.13488	3	-1.430247133	1.430247133	para
STRG.13488	3	0.355484262	0.355484262	holo
STRG.13488	3	0.387236223	0.387236223	para
STRG.13488	3	1.195776124	1.195776124	holo
STRG.13494	4	-3.434729136	3.434729136	para
STRG.13494	4	-2.051250111	2.051250111	para
STRG.13494	4	-1.083387671	1.083387671	holo
STRG.13494	4	-0.731360452	0.731360452	para
STRG.13494	4	-0.66164519	0.66164519	para
STRG.13494	4	-0.597944166	0.597944166	para
STRG.13494	4	-0.482353536	0.482353536	holo
STRG.13494	4	0.862183386	0.862183386	para
STRG.13494	4	1.165243646	1.165243646	holo
STRG.13495	2	-1.092448102	1.092448102	para
STRG.13495	2	-0.60757339	0.60757339	mero
STRG.13495	2	-0.572139739	0.572139739	holo
STRG.13501	8	0.338752939	0.338752939	para
STRG.13502	19	0.402934309	0.402934309	holo
STRG.13505	20	-1.08805535	1.08805535	holo
STRG.13510	6	2.926988482	2.926988482	holo
STRG.13515	5	-1.154126958	1.154126958	holo
STRG.13515	5	-0.723994426	0.723994426	holo
STRG.13515	5	1.112999774	1.112999774	para
STRG.13519	15	-1.931485365	1.931485365	holo
STRG.13519	15	-1.719514565	1.719514565	para
STRG.13519	15	-1.282670404	1.282670404	para
STRG.13519	15	-0.679005844	0.679005844	para
STRG.13519	15	-0.65839946	0.65839946	holo
STRG.13519	15	-0.425555868	0.425555868	holo
STRG.13519	15	0.883276042	0.883276042	para
STRG.1352	22	0.361845062	0.361845062	holo
STRG.13520	5	-0.332260654	0.332260654	holo
STRG.13520	5	0.502363059	0.502363059	para
STRG.13522	18	-2.72078544	2.72078544	para
STRG.13522	18	-1.865504648	1.865504648	holo
STRG.13522	18	-1.330339051	1.330339051	holo
STRG.13522	18	-0.993197506	0.993197506	holo
STRG.13522	18	0.506810855	0.506810855	para
STRG.13522	18	0.903477361	0.903477361	holo
STRG.13522	18	2.503918527	2.503918527	holo
STRG.13530	13	0.960458358	0.960458358	holo
STRG.13544	5	0.505561825	0.505561825	holo
STRG.13546	11	-0.711550898	0.711550898	holo
STRG.13546	11	-0.559344672	0.559344672	holo
STRG.13546	11	-0.527485964	0.527485964	para
STRG.13549	12	-0.397939294	0.397939294	para
STRG.13555	14	-2.141398831	2.141398831	holo
STRG.13555	14	0.387236223	0.387236223	para
STRG.13555	14	0.933568435	0.933568435	para
STRG.13565	6	-1.148204447	1.148204447	para
STRG.13565	6	-0.631068051	0.631068051	mero
STRG.13565	6	0.341408507	0.341408507	holo
STRG.13568	15	0.851882129	0.851882129	holo
STRG.13568	15	0.88842706	0.88842706	holo
STRG.13575	6	1.23344105	1.23344105	holo
STRG.13578	12	-0.555023033	0.555023033	holo
STRG.13584	21	-2.082826013	2.082826013	para
STRG.13584	21	-1.092448102	1.092448102	para
STRG.13584	21	-0.60757339	0.60757339	mero
STRG.13585	13	-0.475463621	0.475463621	para
STRG.13588	13	0.903477361	0.903477361	holo
STRG.13588	13	2.323874291	2.323874291	holo
STRG.13594	10	-3.763798105	3.763798105	holo
STRG.13598	34	-0.431792479	0.431792479	para
STRG.13598	34	-0.332260654	0.332260654	holo
STRG.13598	34	0.655912494	0.655912494	para
STRG.13598	34	0.982216726	0.982216726	para
STRG.13606	9	-2.890153997	2.890153997	holo
STRG.13606	9	-0.66164519	0.66164519	para
STRG.13606	9	-0.597944166	0.597944166	para
STRG.13606	9	-0.482353536	0.482353536	holo
STRG.13619	13	1.23344105	1.23344105	holo
STRG.1362	9	-2.848996644	2.848996644	para
STRG.1362	9	1.115383661	1.115383661	holo
STRG.1362	9	2.474464125	2.474464125	holo
STRG.13622	2	-2.261217733	2.261217733	holo
STRG.13622	2	0.468580425	0.468580425	holo
STRG.13623	16	0.593924542	0.593924542	holo
STRG.13629	29	-0.649908838	0.649908838	para
STRG.13634	2	0.803974537	0.803974537	holo
STRG.13637	3	-0.851719119	0.851719119	para
STRG.13637	3	-0.504210997	0.504210997	para
STRG.13646	6	-5.354158583	5.354158583	para
STRG.13646	6	-1.154126958	1.154126958	holo
STRG.13646	6	-0.723994426	0.723994426	holo
STRG.13646	6	1.112999774	1.112999774	para
STRG.13646	6	3.493322334	3.493322334	para
STRG.13647	23	-2.72078544	2.72078544	para
STRG.13647	23	-0.607914347	0.607914347	para
STRG.13647	23	-0.533742612	0.533742612	mero
STRG.13647	23	0.56348293	0.56348293	holo
STRG.13647	23	2.503918527	2.503918527	holo
STRG.1365	4	-1.180884504	1.180884504	para
STRG.1365	4	-0.893644957	0.893644957	holo
STRG.13652	2	-1.719514565	1.719514565	para
STRG.13652	2	-0.908032968	0.908032968	para
STRG.13652	2	1.284915562	1.284915562	para
STRG.13662	6	-0.53821356	0.53821356	holo
STRG.13662	6	0.378447482	0.378447482	para
STRG.13662	6	0.640413396	0.640413396	holo
STRG.13665	10	-2.72078544	2.72078544	para
STRG.13665	10	-0.908032968	0.908032968	para
STRG.13665	10	-0.559344672	0.559344672	holo
STRG.13665	10	2.503918527	2.503918527	holo
STRG.13668	8	-2.944518876	2.944518876	holo
STRG.13668	8	-2.12364783	2.12364783	mero
STRG.13668	8	-0.935038106	0.935038106	para
STRG.13668	8	-0.57415853	0.57415853	para
STRG.13668	8	-0.368747347	0.368747347	para
STRG.13671	17	-0.333407103	0.333407103	para
STRG.13671	17	0.360745742	0.360745742	holo
STRG.13671	17	0.410057175	0.410057175	holo
STRG.13671	17	0.567569633	0.567569633	holo
STRG.13673	17	-1.581254925	1.581254925	holo
STRG.13673	17	0.665050336	0.665050336	para
STRG.13674	6	-0.413824868	0.413824868	para
STRG.13674	6	0.380067935	0.380067935	holo
STRG.13674	6	0.715488767	0.715488767	holo
STRG.13679	14	1.578778549	1.578778549	holo
STRG.13679	14	1.81836567	1.81836567	holo
STRG.13679	14	2.132337007	2.132337007	holo
STRG.13679	14	2.178760714	2.178760714	holo
STRG.13679	14	2.248155671	2.248155671	mero
STRG.13679	14	2.268464068	2.268464068	mero
STRG.13680	14	-0.731360452	0.731360452	para
STRG.13680	14	-0.650053388	0.650053388	para
STRG.13680	14	-0.604585871	0.604585871	para
STRG.13681	43	-6.300643714	6.300643714	para
STRG.13682	23	-1.092448102	1.092448102	para
STRG.13682	23	-0.927700875	0.927700875	para
STRG.13682	23	-0.678345378	0.678345378	holo
STRG.13682	23	-0.60757339	0.60757339	mero
STRG.13686	6	-0.40371695	0.40371695	para
STRG.13687	11	0.288319832	0.288319832	para
STRG.13690	3	-2.135823915	2.135823915	holo
STRG.13690	3	0.851882129	0.851882129	holo
STRG.13693	12	-1.668550529	1.668550529	para
STRG.13693	12	-1.488543583	1.488543583	para
STRG.13693	12	-1.262592849	1.262592849	para
STRG.13693	12	-0.905417671	0.905417671	para
STRG.13693	12	-0.898099734	0.898099734	para
STRG.13693	12	-0.397939294	0.397939294	para
STRG.13693	12	0.920543341	0.920543341	holo
STRG.13693	12	1.561645183	1.561645183	holo
STRG.13693	12	1.667610901	1.667610901	holo
STRG.13693	12	1.821894413	1.821894413	holo
STRG.13693	12	1.904088751	1.904088751	holo
STRG.13693	12	3.829032109	3.829032109	holo
STRG.13698	8	-1.103177656	1.103177656	para
STRG.13698	8	-1.072432811	1.072432811	holo
STRG.13698	8	-0.755384659	0.755384659	holo
STRG.137	13	0.436380748	0.436380748	holo
STRG.137	13	0.436380748	0.436380748	holo
STRG.137	13	0.525603369	0.525603369	holo
STRG.13700	4	-1.581254925	1.581254925	holo
STRG.13700	4	-0.63302612	0.63302612	holo
STRG.13700	4	0.665050336	0.665050336	para
STRG.1371	13	0.43742593	0.43742593	para
STRG.13710	8	-4.145014282	4.145014282	para
STRG.13710	8	-2.010139821	2.010139821	para
STRG.13710	8	-0.66164519	0.66164519	para
STRG.13710	8	-0.597944166	0.597944166	para
STRG.13710	8	-0.582349346	0.582349346	para
STRG.13710	8	-0.482353536	0.482353536	holo
STRG.13724	16	-0.771608784	0.771608784	mero
STRG.13724	16	0.55769076	0.55769076	para
STRG.13724	16	0.686155244	0.686155244	holo
STRG.13724	16	0.953012512	0.953012512	holo
STRG.1373	7	-0.848037435	0.848037435	para
STRG.1373	7	0.51523086	0.51523086	para
STRG.1373	7	0.613325197	0.613325197	holo
STRG.13733	16	-4.206544959	4.206544959	holo
STRG.13733	16	0.700519113	0.700519113	holo
STRG.13733	16	1.146977123	1.146977123	holo
STRG.13742	17	0.380053625	0.380053625	holo
STRG.13742	17	0.852808076	0.852808076	holo
STRG.13742	17	0.88842706	0.88842706	holo
STRG.13745	49	-2.058593571	2.058593571	holo
STRG.13745	49	-0.984200941	0.984200941	para
STRG.13745	49	-0.861881194	0.861881194	holo
STRG.13745	49	-0.785064512	0.785064512	holo
STRG.13745	49	0.704886819	0.704886819	holo
STRG.13745	49	1.310305259	1.310305259	holo
STRG.13748	8	-5.389551076	5.389551076	para
STRG.13748	8	-4.692318862	4.692318862	para
STRG.13748	8	-4.52728503	4.52728503	holo
STRG.13748	8	-0.853492325	0.853492325	para
STRG.13748	8	-0.683894481	0.683894481	para
STRG.13748	8	-0.475463621	0.475463621	para
STRG.13748	8	-0.368747347	0.368747347	para
STRG.13765	7	0.747029804	0.747029804	para
STRG.13765	7	4.38725047	4.38725047	holo
STRG.13770	8	-0.527485964	0.527485964	para
STRG.1378	12	0.406450078	0.406450078	holo
STRG.1378	12	0.506381678	0.506381678	para
STRG.1378	12	1.091226606	1.091226606	holo
STRG.13783	4	0.343546326	0.343546326	holo
STRG.13783	4	0.532646619	0.532646619	holo
STRG.13783	4	0.54629881	0.54629881	holo
STRG.13783	4	0.600549507	0.600549507	holo
STRG.13783	4	0.646886302	0.646886302	holo
STRG.13783	4	0.695944758	0.695944758	holo
STRG.13783	4	0.832705596	0.832705596	holo
STRG.13783	4	1.466299718	1.466299718	holo
STRG.13783	4	1.682610869	1.682610869	para
STRG.13785	33	-0.984200941	0.984200941	para
STRG.13785	33	-0.622207595	0.622207595	para
STRG.13785	33	1.310305259	1.310305259	holo
STRG.13798	18	-0.626081125	0.626081125	holo
STRG.13801	13	-0.711285098	0.711285098	holo
STRG.13809	10	1.844433737	1.844433737	para
STRG.13812	21	0.407266614	0.407266614	holo
STRG.13812	21	0.59433779	0.59433779	holo
STRG.13822	7	-0.431792479	0.431792479	para
STRG.13828	13	-2.76082399	2.76082399	holo
STRG.13828	13	-2.727338643	2.727338643	holo
STRG.13828	13	-2.532349433	2.532349433	holo
STRG.13828	13	-1.753064724	1.753064724	mero
STRG.13828	13	1.720857744	1.720857744	para
STRG.13828	13	2.021052021	2.021052021	para
STRG.13832	2	0.727089549	0.727089549	para
STRG.13834	3	-1.244443883	1.244443883	holo
STRG.13835	13	-4.130457515	4.130457515	para
STRG.13839	17	-0.419550305	0.419550305	para
STRG.1385	20	1.024909444	1.024909444	para
STRG.1385	20	1.472856177	1.472856177	holo
STRG.13852	45	-0.925179781	0.925179781	holo
STRG.13852	45	-0.680045569	0.680045569	holo
STRG.13853	7	0.378447482	0.378447482	para
STRG.13853	7	2.926988482	2.926988482	holo
STRG.13879	34	-2.036444616	2.036444616	mero
STRG.13879	34	-1.87327158	1.87327158	holo
STRG.13879	34	-0.642125301	0.642125301	holo
STRG.13884	9	-5.603994839	5.603994839	holo
STRG.13884	9	-4.793940068	4.793940068	para
STRG.139	5	0.436380748	0.436380748	holo
STRG.13902	19	0.356486162	0.356486162	holo
STRG.13902	19	0.793946969	0.793946969	holo
STRG.13908	17	-3.161411035	3.161411035	para
STRG.13908	17	-0.605415852	0.605415852	holo
STRG.13908	17	0.437389558	0.437389558	para
STRG.13908	17	0.545911378	0.545911378	holo
STRG.13914	26	-4.457196984	4.457196984	holo
STRG.13914	26	-0.539351726	0.539351726	para
STRG.13917	75	-1.668550529	1.668550529	para
STRG.13917	75	-1.488543583	1.488543583	para
STRG.13917	75	-1.262592849	1.262592849	para
STRG.13917	75	-1.204152074	1.204152074	para
STRG.13917	75	-0.905417671	0.905417671	para
STRG.13917	75	-0.898099734	0.898099734	para
STRG.13917	75	0.338752939	0.338752939	para
STRG.13917	75	0.587669428	0.587669428	holo
STRG.13917	75	0.747029804	0.747029804	para
STRG.13917	75	0.920543341	0.920543341	holo
STRG.13917	75	1.056655832	1.056655832	holo
STRG.13917	75	1.561645183	1.561645183	holo
STRG.13917	75	1.667610901	1.667610901	holo
STRG.13917	75	1.821894413	1.821894413	holo
STRG.13917	75	1.904088751	1.904088751	holo
STRG.1399	30	-1.180884504	1.180884504	para
STRG.1399	30	0.30631089	0.30631089	para
STRG.1399	30	0.406450078	0.406450078	holo
STRG.1399	30	0.506381678	0.506381678	para
STRG.1399	30	0.699815032	0.699815032	para
STRG.1399	30	0.699815032	0.699815032	para
STRG.1399	30	1.091226606	1.091226606	holo
STRG.1402	11	0.493239375	0.493239375	para
STRG.1402	11	0.623756042	0.623756042	para
STRG.1402	11	1.111394493	1.111394493	holo
STRG.1409	3	-0.504868053	0.504868053	holo
STRG.1409	3	0.434329011	0.434329011	para
STRG.1409	3	0.51523086	0.51523086	para
STRG.1409	3	0.613325197	0.613325197	holo
STRG.1409	3	0.816428052	0.816428052	para
STRG.1413	8	0.50663607	0.50663607	para
STRG.1413	8	0.549025919	0.549025919	holo
STRG.1413	8	0.61771757	0.61771757	holo
STRG.1416	26	-0.677305325	0.677305325	holo
STRG.1416	26	0.882741911	0.882741911	para
STRG.1423	24	-1.180884504	1.180884504	para
STRG.1423	24	-0.848037435	0.848037435	para
STRG.1424	7	-1.125679774	1.125679774	holo
STRG.1424	7	0.910396432	0.910396432	para
STRG.1428	15	-3.333809784	3.333809784	holo
STRG.1428	15	-1.125679774	1.125679774	holo
STRG.1428	15	-0.721659031	0.721659031	para
STRG.1428	15	0.30564273	0.30564273	holo
STRG.1433	8	0.51523086	0.51523086	para
STRG.1433	8	0.613325197	0.613325197	holo
