target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
STRG.1051.1_7	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.1054.1_10	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.1061.1_9	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.1074.1_11	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.1098.1_8	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.1123.1_6	3.4956801275514e-82	1.68609470045605e-77	-5.40798375129878	0.281622354993114	2.87662490989463	9.82530778219573	0.0431469508728991	0.0758197753749021	0.0566121333741813	0.0758197753749021
STRG.5873.1_9	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.5918.1_10	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.5960.1_5	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.5996.1_11	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6110.1_4	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6117.1_3	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6165.1	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6259.1_2	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6263.1_6	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.6291.1_1	5.87534772824219e-25	1.06271086453047e-20	-3.23181253273794	0.313237050453242	2.94199476421542	8.81986808156354	0.0916135803660424	-0.0151553519497663	0.0555625942989283	0.0555625942989283
STRG.4593.2_3	8.96895507802284e-23	1.08151397395415e-18	-4.03413485610336	0.410685105105465	1.97640009646613	6.07018191313616	0.0505547251576442	0.202438658175586	0.152916427454906	0.202438658175586
STRG.4633.2_5	8.96895507802284e-23	1.08151397395415e-18	-4.03413485610336	0.410685105105465	1.97640009646613	6.07018191313616	0.0505547251576442	0.202438658175586	0.152916427454906	0.202438658175586
STRG.4700.2_2	8.96895507802284e-23	1.08151397395415e-18	-4.03413485610336	0.410685105105465	1.97640009646613	6.07018191313616	0.0505547251576442	0.202438658175586	0.152916427454906	0.202438658175586
STRG.4733.2_5	8.96895507802284e-23	1.08151397395415e-18	-4.03413485610336	0.410685105105465	1.97640009646613	6.07018191313616	0.0505547251576442	0.202438658175586	0.152916427454906	0.202438658175586
